PID,INNING_KEY,BATTER_IN_INNING_KEY,PITCH_NUMBER,OUT_KEY,BALLS,STRIKES,IS_RUNNER_ON_1B,IS_RUNNER_ON_2B,IS_RUNNER_ON_3B,PITCHER_KEY,THROW_SIDE_KEY,PITCH_TYPE_TRACKED_KEY,EVENT_RESULT_KEY,PITCH_RESULT_KEY,INDUCED_VERTICAL_BREAK,HORIZONTAL_BREAK,SPIN_RATE_ABSOLUTE,RELEASE_SPEED,RELEASE_SIDE,RELEASE_HEIGHT,RELEASE_EXTENSION,HORIZONTAL_APPROACH_ANGLE,VERTICAL_APPROACH_ANGLE,PLATE_X,PLATE_Z
10536,4,5,3,2,0,2,0,0,1,666157,L,SW,,BallCalled,-5.957170009613037,-14.173199653625488,2608.169921875,82.07879638671875,3.72189998626709,5.653560161590576,6.070000171661377,-7.275949954986572,-10.567099571228027,-1.7812000513076782,-0.01643979921936989
10512,4,5,4,2,1,2,0,0,1,666157,L,SW,hit_by_pitch,HitByPitch,-1.9411699771881104,-13.373200416564941,2563.169921875,82.61239624023438,3.910140037536621,5.681670188903809,6.070000171661377,-7.269189834594727,-9.520689964294434,-1.6668399572372437,0.5567160248756409
11109,4,6,1,2,0,0,1,0,1,571882,R,CB,,StrikeCalled,-11.553400039672852,4.955830097198486,2200.169921875,76.40959930419922,-0.6948779821395874,6.647950172424316,6.630000114440918,1.5462900400161743,-9.609649658203125,0.2919690012931824,2.6680800914764404
11749,4,6,2,2,0,1,1,0,1,571882,R,CH,field_out,InPlay,6.694019794464111,-13.476200103759766,1966.1700439453125,88.39859771728516,-1.3561400175094604,6.223219871520996,6.53000020980835,0.457724004983902,-7.715410232543945,0.2336290031671524,1.4898300170898438
9436,5,1,1,0,0,0,0,0,0,571882,R,CF,,StrikeCalled,7.319519996643066,2.8495500087738037,2280.169921875,91.20249938964844,-1.3515499830245972,6.351600170135498,6.349999904632568,2.2570300102233887,-7.648670196533203,0.47988998889923096,1.4995299577713013
10172,5,1,2,0,0,1,0,0,0,571882,R,SL,,BallCalled,-7.561359882354736,5.890039920806885,2335.169921875,86.56829833984375,-1.2772400379180908,6.454710006713867,6.480000019073486,2.923330068588257,-9.978320121765137,0.892274022102356,1.017449975013733
10538,5,1,3,0,1,1,0,0,0,571882,R,FB,field_out,InPlay,17.196800231933594,-2.736720085144043,2122.169921875,94.87770080566406,-1.1873699426651,6.4410400390625,6.449999809265137,0.9183369874954224,-5.398950099945068,-0.10162399709224701,2.6208999156951904
10539,5,2,1,1,0,0,0,0,0,571882,R,SL,field_out,InPlay,-3.7768099308013916,7.221610069274902,2307.169921875,86.23100280761719,-1.0694700479507446,6.491030216217041,6.239999771118164,2.0347399711608887,-8.195380210876465,0.17957399785518646,2.3853600025177
10513,5,3,1,2,0,0,0,0,0,571882,R,CF,,StrikeCalled,8.336609840393066,1.5665700435638428,2322.169921875,94.11810302734375,-1.2644399404525757,6.42972993850708,6.420000076293945,2.332159996032715,-7.471920013427734,0.7464169859886169,1.4552899599075317
11233,5,3,2,2,0,1,0,0,0,571882,R,SL,,BallCalled,-4.071559906005859,7.775979995727539,2367.169921875,86.67160034179688,-1.0876200199127197,6.405700206756592,6.380000114440918,2.885040044784546,-8.65645980834961,0.8919900059700012,1.8536700010299683
9437,5,3,3,2,1,1,0,0,0,571882,R,SI,field_out,InPlay,9.065329551696777,-11.633399963378906,2159.169921875,95.06539916992188,-1.3277499675750732,6.277719974517822,6.639999866485596,-0.09775540232658386,-6.292709827423096,-0.40154099464416504,2.303149938583374
9438,6,1,1,0,0,0,0,0,0,571882,R,FB,,FoulBall,15.788299560546875,-3.100399971008301,2105.169921875,96.8738021850586,-1.07614004611969,6.431829929351807,6.599999904632568,1.3862199783325195,-4.757319927215576,0.4666540026664734,3.185420036315918
10540,6,1,2,0,0,1,0,0,0,571882,R,CF,,FoulBall,8.351960182189941,3.8642001152038574,2319.169921875,94.22630310058594,-1.2645399570465088,6.354050159454346,6.300000190734863,2.1125400066375732,-7.055349826812744,0.349386990070343,1.7278200387954712
10173,6,1,3,0,0,2,0,0,0,571882,R,SL,,BallCalled,-1.399590015411377,4.1078200340271,2355.169921875,88.46119689941406,-0.9991369843482971,6.35621976852417,6.539999961853027,3.216099977493286,-10.107199668884277,1.5945199728012085,0.11834699660539627
10541,6,1,4,0,1,2,0,0,0,571882,R,CH,,BallCalled,3.607490062713623,-17.56719970703125,1990.1700439453125,90.64810180664062,-1.707759976387024,6.229300022125244,6.690000057220459,0.42229700088500977,-8.782819747924805,0.21626199781894684,0.6974080204963684
10542,6,1,5,0,2,2,0,0,0,571882,R,FB,strikeout,FoulBall,14.981300354003906,-6.45058012008667,2204.169921875,97.22560119628906,-1.2158000469207764,6.468530178070068,6.400000095367432,0.955124020576477,-4.926469802856445,0.22756099700927734,3.127540111541748
10514,6,2,1,1,0,0,0,0,0,571882,R,CB,,BallCalled,-9.719300270080566,3.8624000549316406,2204.169921875,80.0780029296875,-0.8053280115127563,6.528349876403809,6.570000171661377,1.3833099603652954,-11.166500091552734,0.12453900277614594,0.6859740018844604
11235,6,2,2,1,1,0,0,0,0,571882,R,FB,,BallCalled,15.652199745178223,-5.000720024108887,2188.169921875,96.15989685058594,-1.2081199884414673,6.393740177154541,6.5,-0.15310899913311005,-4.437870025634766,-0.9116590023040771,3.5056700706481934
10515,6,2,3,1,2,0,0,0,0,571882,R,CF,,BallCalled,7.093400001525879,-3.3402199745178223,2438.169921875,93.5363998413086,-1.2316900491714478,6.365890026092529,6.429999828338623,-0.26975101232528687,-7.694069862365723,-1.1888999938964844,1.327489972114563
10543,6,2,4,1,3,0,0,0,0,571882,R,CF,walk,BallCalled,6.762899875640869,0.4160569906234741,2480.169921875,94.61250305175781,-1.2019599676132202,6.361539840698242,6.550000190734863,2.3613500595092773,-7.234149932861328,0.9302300214767456,1.7382999658584595
12282,6,3,1,1,0,0,1,0,0,571882,R,CF,,StrikeCalled,6.347280025482178,-0.5217509865760803,2417.169921875,93.04000091552734,-1.2628899812698364,6.3434600830078125,6.389999866485596,1.6772300004959106,-6.840419769287109,0.32681798934936523,2.208120107650757
10544,6,3,2,1,0,1,1,0,0,571882,R,SL,,BallCalled,-1.5048400163650513,4.2663798332214355,2480.169921875,88.03959655761719,-1.0975600481033325,6.399990081787109,6.559999942779541,3.734529972076416,-9.737380027770996,1.9571900367736816,0.5613390207290649
9439,6,3,3,1,1,1,1,0,0,571882,R,SL,grounded_into_double_play,InPlay,-2.5501201152801514,1.9053000211715698,2389.169921875,87.36389923095703,-1.2176200151443481,6.455850124359131,6.369999885559082,2.1286799907684326,-7.63385009765625,0.5760570168495178,2.657289981842041
10174,7,1,1,0,0,0,0,0,0,664139,R,FB,,FoulBall,16.6117000579834,-4.751709938049316,2203.169921875,94.11499786376953,-1.2330700159072876,5.8671698570251465,7.039999961853027,0.37029600143432617,-4.3069000244140625,-0.4826450049877167,3.087559938430786
10325,7,1,2,0,0,1,0,0,0,664139,R,FB,,FoulBall,15.355899810791016,-5.956140041351318,2171.169921875,95.2291030883789,-0.9008569717407227,5.911009788513184,7.159999847412109,0.2730950117111206,-4.4039201736450195,-0.13275299966335297,3.1108500957489014
11236,7,1,3,0,0,2,0,0,0,664139,R,SW,,BallCalled,-3.3924100399017334,13.763500213623047,2612.169921875,83.21749877929688,-1.2050000429153442,5.754960060119629,6.980000019073486,3.9853498935699463,-8.74767017364502,1.2198200225830078,1.3987900018692017
10326,7,1,4,0,1,2,0,0,0,664139,R,CH,field_out,InPlay,5.986159801483154,-17.132200241088867,1954.1700439453125,87.78379821777344,-1.197540044784546,5.63169002532959,6.96999979019165,-0.1703840047121048,-6.053969860076904,0.1424490064382553,2.591399908065796
10327,7,2,1,1,0,0,0,0,0,664139,R,CF,double,InPlay,11.968899726867676,5.744339942932129,2471.169921875,91.14360046386719,-1.446370005607605,5.780789852142334,6.820000171661377,1.6060899496078491,-5.519579887390137,-0.477961003780365,2.452699899673462
13102,7,3,1,1,0,0,0,1,0,664139,R,SW,,StrikeCalled,2.226370096206665,11.027799606323242,2520.169921875,84.93170166015625,-1.6755499839782715,5.746779918670654,6.699999809265137,2.506040096282959,-6.297800064086914,-0.34454798698425293,3.0172901153564453
10328,7,3,2,1,0,1,0,1,0,664139,R,CH,,BallCalled,6.347509860992432,-15.3818998336792,1925.1700439453125,86.87770080566406,-1.5361900329589844,5.569389820098877,6.800000190734863,-1.1263500452041626,-6.147019863128662,-1.220729947090149,2.4886200428009033
12440,7,3,3,1,1,1,0,1,0,664139,R,SW,,FoulBall,3.0361199378967285,9.954310417175293,2485.169921875,84.8770980834961,-1.6190500259399414,5.746610164642334,6.690000057220459,2.5972299575805664,-7.269949913024902,-0.11141899973154068,2.0586800575256348
12030,7,3,4,1,1,2,0,1,0,664139,R,SW,field_out,InPlay,-1.523069977760315,9.694319725036621,2527.169921875,83.9092025756836,-1.410770058631897,5.650360107421875,6.889999866485596,2.5586400032043457,-7.923830032348633,0.07372500002384186,1.8398300409317017
9440,7,4,1,2,0,0,0,1,0,664139,R,CF,,StrikeSwinging,7.32450008392334,7.547029972076416,2345.169921875,91.93669891357422,-1.4141199588775635,5.801469802856445,6.800000190734863,2.4996299743652344,-5.048250198364258,0.2127700001001358,3.2813000679016113
10546,7,4,2,2,0,1,0,1,0,664139,R,SW,field_out,InPlay,0.9996100068092346,10.775899887084961,2546.169921875,85.00019836425781,-1.3910900354385376,5.7404398918151855,6.389999866485596,2.7356998920440674,-6.571990013122559,0.18398700654506683,2.888040065765381
10329,8,1,1,0,0,0,0,0,0,664139,R,SW,,StrikeCalled,-0.010990000329911709,13.572699546813965,2620.169921875,82.86969757080078,-1.4578800201416016,5.678790092468262,6.789999961853027,2.8039400577545166,-7.909430027008057,-0.08489879965782166,1.8483099937438965
13063,8,1,2,0,0,1,0,0,0,664139,R,FB,,FoulBall,16.621999740600586,-5.104519844055176,2370.169921875,94.83350372314453,-1.0800299644470215,5.872809886932373,7.380000114440918,0.5186650156974792,-4.778429985046387,-0.1628980040550232,2.6667799949645996
11517,8,1,3,0,0,2,0,0,0,664139,R,FB,,BallCalled,15.960599899291992,-2.6127500534057617,2177.169921875,94.24810028076172,-1.0951999425888062,5.910769939422607,6.75,1.5673099756240845,-2.6556899547576904,0.5660470128059387,4.733119964599609
12408,8,1,4,0,1,2,0,0,0,664139,R,SW,field_out,InPlay,3.713550090789795,11.89490032196045,2489.169921875,84.9468002319336,-1.2729899883270264,5.802820205688477,6.800000190734863,2.859999895095825,-5.198619842529297,0.3034229874610901,3.938119888305664
12409,8,2,1,1,0,0,0,0,0,664139,R,FB,,StrikeSwinging,15.715200424194336,-0.3627319931983948,2264.169921875,93.8113021850586,-1.0972299575805664,5.8984599113464355,7.019999980926514,0.5566530227661133,-3.459089994430542,-0.5592610239982605,3.9982399940490723
10517,8,2,2,1,0,1,0,0,0,664139,R,SW,,StrikeCalled,1.811579942703247,14.648099899291992,2578.169921875,83.67489624023438,-1.3205100297927856,5.770430088043213,6.900000095367432,3.407289981842041,-5.9257001876831055,0.5076720118522644,3.520620107650757
12410,8,2,3,1,0,2,0,0,0,664139,R,CH,,FoulBall,6.000380039215088,-16.85219955444336,2009.1700439453125,86.7750015258789,-1.3784899711608887,5.537720203399658,6.849999904632568,-1.0622800588607788,-6.530819892883301,-0.8747640252113342,2.1415700912475586
10330,8,2,4,1,0,2,0,0,0,664139,R,SW,strikeout,StrikeSwinging,-4.280089855194092,19.529300689697266,2677.169921875,83.08779907226562,-1.3800400495529175,5.718400001525879,6.769999980926514,4.7523698806762695,-8.61736011505127,1.2481600046157837,1.6283799409866333
10331,8,3,1,2,0,0,0,0,0,664139,R,FB,,StrikeSwinging,18.15999984741211,-6.847360134124756,2323.169921875,95.48870086669922,-0.9137470126152039,5.812849998474121,7.119999885559082,0.4097299873828888,-3.23334002494812,0.05846260115504265,3.8422698974609375
10549,8,3,2,2,0,1,0,0,0,664139,R,CH,,BallCalled,8.365300178527832,-20.694599151611328,2101.169921875,87.90229797363281,-1.2763700485229492,5.613029956817627,6.940000057220459,-1.6733700037002563,-6.761620044708252,-0.9877319931983948,1.737339973449707
12871,8,3,3,2,1,1,0,0,0,664139,R,FB,,StrikeSwinging,17.30229949951172,-9.632180213928223,2348.169921875,95.50479888916016,-1.1872700452804565,5.832290172576904,7.230000019073486,0.45294100046157837,-3.8133699893951416,0.06746610254049301,3.4028398990631104
12412,8,3,4,2,1,2,0,0,0,664139,R,FB,strikeout,StrikeSwinging,16.534799575805664,-9.030550003051758,2311.169921875,95.28739929199219,-0.9655789732933044,5.883999824523926,6.829999923706055,-0.21378600597381592,-3.743109941482544,-0.3699760138988495,3.606950044631958
12872,9,1,1,0,0,0,0,0,0,664747,R,FB,,StrikeCalled,11.550299644470215,-8.193050384521484,2531.169921875,95.16719818115234,-2.4458999633789062,4.556350231170654,7.710000038146973,2.375999927520752,-4.1461100578308105,0.4052860140800476,2.3246500492095947
9441,9,1,2,0,0,1,0,0,0,664747,R,SL,,FoulBall,0.7411999702453613,4.343599796295166,2751.169921875,87.99620056152344,-2.3082199096679688,4.733580112457275,7.670000076293945,2.1467599868774414,-6.365960121154785,-0.758961021900177,1.8241000175476074
11679,9,1,3,0,0,2,0,0,0,664747,R,FB,field_out,InPlay,12.333399772644043,-4.517360210418701,2695.169921875,95.4761962890625,-2.2488300800323486,4.591139793395996,7.650000095367432,2.4105899333953857,-3.776599884033203,0.31356099247932434,2.605020046234131
11680,9,2,1,1,0,0,0,0,0,664747,R,SL,,StrikeCalled,-0.9705700278282166,5.775859832763672,2589.169921875,86.8384017944336,-2.529939889907837,4.726039886474609,7.710000038146973,3.4005401134490967,-6.527430057525635,0.019280200824141502,1.8954099416732788
10332,9,2,2,1,0,1,0,0,0,664747,R,FB,single,InPlay,11.831399917602539,-6.604169845581055,2584.169921875,95.35980224609375,-2.247159957885742,4.489890098571777,7.639999866485596,2.0620999336242676,-4.7677001953125,0.18333099782466888,1.6411700248718262
11902,9,3,1,1,0,0,1,0,0,664747,R,SL,,StrikeCalled,0.426939994096756,5.08390998840332,2494.169921875,87.15679931640625,-2.3611900806427,4.741119861602783,7.699999809265137,2.8493399620056152,-5.019820213317871,-0.24505099654197693,3.1150898933410645
10518,9,3,2,1,0,1,1,0,0,664747,R,SL,,StrikeSwinging,0.976830005645752,3.281209945678711,2735.169921875,87.92729949951172,-2.284749984741211,4.6934099197387695,7.570000171661377,3.253959894180298,-6.688409805297852,0.35852399468421936,1.468209981918335
11237,9,3,3,1,0,2,1,0,0,664747,R,SL,grounded_into_double_play,InPlay,-0.9448699951171875,3.4317800998687744,2762.169921875,88.82720184326172,-2.2335400581359863,4.694739818572998,7.550000190734863,3.835020065307617,-6.557010173797607,0.9210500121116638,1.7113200426101685
14427,1,1,1,0,0,0,0,0,0,668933,R,CF,,FoulBall,5.525259971618652,0.41931799054145813,2525.409912109375,98.70600128173828,-1.587820053100586,6.383490085601807,5.610000133514404,1.7973400354385376,-6.213379859924316,0.05449239909648895,2.5818300247192383
14838,1,1,2,0,0,1,0,0,0,668933,R,CF,,StrikeCalled,6.844890117645264,3.7372500896453857,2518.409912109375,98.8031997680664,-1.5622299909591675,6.419340133666992,5.659999847412109,2.3346400260925293,-5.408649921417236,0.29135799407958984,3.2472898960113525
14839,1,1,3,0,0,2,0,0,0,668933,R,SW,,BallCalled,-4.592319965362549,16.448400497436523,2881.409912109375,89.41059875488281,-1.6858400106430054,6.180630207061768,5.78000020980835,5.323369979858398,-8.269749641418457,1.8355400562286377,1.8995200395584106
15316,1,1,4,0,1,2,0,0,0,668933,R,SW,strikeout,StrikeSwinging,-5.487360000610352,14.274499893188477,2911.409912109375,91.1511001586914,-1.907480001449585,6.155570030212402,5.900000095367432,4.970190048217773,-9.414050102233887,1.4652999639511108,0.7412160038948059
14659,1,2,1,1,0,0,0,0,0,668933,R,CF,,BallCalled,6.520309925079346,1.3492200374603271,2432.409912109375,98.4520034790039,-1.6590900421142578,6.370890140533447,5.650000095367432,2.1050500869750977,-4.482860088348389,0.1884309947490692,4.105319976806641
14050,1,2,2,1,1,0,0,0,0,668933,R,CF,,FoulBall,5.834939956665039,-1.1442099809646606,2319.409912109375,97.98780059814453,-1.5679999589920044,6.299290180206299,5.619999885559082,1.4764900207519531,-5.603670120239258,-0.08979620039463043,3.0601298809051514
15670,1,2,3,1,1,1,0,0,0,668933,R,CF,,FoulBall,6.561890125274658,1.8881800174713135,2320.409912109375,99.5989990234375,-1.4171700477600098,6.3662800788879395,5.760000228881836,1.9845900535583496,-6.4721598625183105,0.2678860127925873,2.172600030899048
14051,1,2,4,1,1,2,0,0,0,668933,R,SW,field_out,InPlay,2.734529972076416,14.354499816894531,2820.409912109375,90.87010192871094,-1.5375100374221802,6.208250045776367,5.849999904632568,3.298769950866699,-6.705289840698242,0.28476300835609436,2.600559949874878
15172,1,3,1,2,0,0,0,0,0,668933,R,SW,,BallCalled,-0.49206000566482544,15.982600212097168,2731.409912109375,89.81159973144531,-1.6043000221252441,6.217160224914551,5.909999847412109,4.102839946746826,-8.555120468139648,0.8151050209999084,1.2546800374984741
14402,1,3,2,2,1,0,0,0,0,668933,R,SW,,StrikeCalled,-0.8732799887657166,17.855600357055664,2795.409912109375,89.71749877929688,-1.7704299688339233,6.149050235748291,5.940000057220459,4.417520046234131,-7.984560012817383,0.7743949890136719,1.7730799913406372
14052,1,3,3,2,1,1,0,0,0,668933,R,SW,,BallCalled,-5.292349815368652,19.770700454711914,2841.409912109375,89.8822021484375,-1.7968499660491943,6.199920177459717,5.800000190734863,4.5536298751831055,-9.503279685974121,0.7121869921684265,0.7836650013923645
15733,1,3,4,2,2,1,0,0,0,668933,R,CF,,FoulBall,5.269100189208984,2.866070032119751,2431.409912109375,98.20909881591797,-1.5517200231552124,6.340410232543945,5.670000076293945,1.4715499877929688,-5.9789299964904785,-0.42775699496269226,2.783560037612915
14660,1,3,5,2,2,2,0,0,0,668933,R,SW,strikeout,StrikeSwinging,-3.759469985961914,19.475200653076172,2846.409912109375,89.03990173339844,-1.7079800367355347,6.289850234985352,5.760000228881836,4.579189777374268,-7.2426300048828125,0.864329993724823,2.8856000900268555
14428,2,1,1,0,0,0,0,0,0,668933,R,SI,,BallCalled,4.76170015335083,-7.968810081481934,2142.409912109375,95.21150207519531,-2.035830020904541,6.061100006103516,5.690000057220459,0.1937679946422577,-7.261529922485352,-1.1609400510787964,1.516569972038269
15317,2,1,2,0,1,0,0,0,0,668933,R,SW,,BallCalled,-0.7389299869537354,13.868800163269043,2708.409912109375,87.24420166015625,-1.8769199848175049,6.158279895782471,5.5,2.3626201152801514,-8.352569580078125,-0.8754310011863708,1.5753300189971924
15318,2,1,3,0,2,0,0,0,0,668933,R,SW,,StrikeCalled,-3.3455400466918945,17.762800216674805,2648.409912109375,85.19229888916016,-2.1171000003814697,6.141580104827881,5.630000114440918,3.7949299812316895,-7.219989776611328,-0.12135499715805054,3.0137100219726562
14429,2,1,4,0,2,1,0,0,0,668933,R,CF,,BallCalled,5.531630039215088,-2.355570077896118,2242.409912109375,96.589599609375,-1.890470027923584,6.02209997177124,5.730000019073486,2.1169700622558594,-7.797599792480469,0.2886419892311096,0.8274149894714355
13323,2,1,5,0,3,1,0,0,0,668933,R,CF,walk,BallCalled,7.360559940338135,2.6630899906158447,2433.409912109375,95.31210327148438,-1.977139949798584,6.301819801330566,5.630000114440918,1.0688400268554688,-6.513969898223877,-1.2095500230789185,2.187700033187866
15850,2,2,1,0,0,0,1,0,0,668933,R,SW,,BallCalled,-1.8444299697875977,16.20199966430664,2727.409912109375,85.37300109863281,-1.9330899715423584,6.067659854888916,5.75,2.1638801097869873,-8.140589714050293,-1.325659990310669,1.8978899717330933
14053,2,2,2,0,1,0,1,0,0,668933,R,CF,home_run,InPlay,6.726399898529053,0.9061009883880615,2405.409912109375,95.45179748535156,-1.700029969215393,6.314610004425049,5.78000020980835,1.384660005569458,-5.801370143890381,-0.48934000730514526,2.926179885864258
14054,2,3,1,0,0,0,0,0,0,668933,R,CF,,BallCalled,6.632709980010986,-2.0869500637054443,2470.409912109375,97.481201171875,-1.6946300268173218,6.279950141906738,5.840000152587891,2.490689992904663,-8.276800155639648,0.8058009743690491,0.4765250086784363
15173,2,3,2,0,1,0,0,0,0,668933,R,SW,,BallCalled,0.49851998686790466,13.452300071716309,2722.409912109375,86.98739624023438,-1.9307899475097656,6.167369842529297,5.650000095367432,2.7736399173736572,-6.070769786834717,-0.5106030106544495,3.621119976043701
14404,2,3,3,0,2,0,0,0,0,668933,R,CF,,BallCalled,5.686560153961182,0.3691999912261963,2389.409912109375,96.41449737548828,-1.708840012550354,6.285759925842285,5.829999923706055,2.965519905090332,-6.78016996383667,1.0199400186538696,2.0426199436187744
15851,2,3,4,0,3,0,0,0,0,668933,R,CF,,StrikeCalled,5.800739765167236,2.7452099323272705,2509.409912109375,97.34439849853516,-1.7337700128555298,6.253660202026367,5.679999828338623,2.1875898838043213,-6.915619850158691,0.06877859681844711,1.8192700147628784
15735,2,3,5,0,3,1,0,0,0,668933,R,CF,single,InPlay,8.795649528503418,0.7137129902839661,2429.409912109375,96.28389739990234,-1.812209963798523,6.313039779663086,5.579999923706055,2.625920057296753,-5.701729774475098,0.5816329717636108,2.8252999782562256
14055,2,4,1,0,0,0,1,0,0,668933,R,SW,,BallCalled,-3.299060106277466,11.668999671936035,2724.409912109375,88.67780303955078,-1.8067100048065186,6.1209797859191895,5.71999979019165,3.813649892807007,-8.74092960357666,0.7301269769668579,1.2988899946212769
16754,2,4,2,0,1,0,1,0,0,668933,R,SW,,StrikeCalled,1.5349299907684326,11.057000160217285,2785.409912109375,87.9656982421875,-2.2036399841308594,6.059410095214844,5.730000019073486,3.1451900005340576,-6.508930206298828,-0.23346200585365295,2.9499900341033936
15672,2,4,3,0,1,1,1,0,0,668933,R,CF,,BallCalled,9.062990188598633,2.1136701107025146,2434.409912109375,98.00869750976562,-1.7544100284576416,6.207330226898193,5.730000019073486,2.5568299293518066,-7.037179946899414,0.4461689889431,1.3716800212860107
15852,2,4,4,0,2,1,1,0,0,668933,R,CF,,FoulBall,9.635310173034668,2.639810085296631,2378.409912109375,96.63150024414062,-1.7478300333023071,6.254960060119629,5.75,1.9553799629211426,-5.279029846191406,-0.15479999780654907,3.0589499473571777
15853,2,4,5,0,2,2,1,0,0,668933,R,SW,field_out,InPlay,-2.0566599369049072,18.390300750732422,2734.409912109375,88.47949981689453,-1.6172699928283691,6.1593098640441895,5.920000076293945,4.16802978515625,-7.437739849090576,0.6499549746513367,2.4857699871063232
14405,2,5,1,1,0,0,1,0,0,668933,R,CF,,StrikeCalled,6.197269916534424,2.3445799350738525,2457.409912109375,97.4916000366211,-1.4398399591445923,6.337039947509766,5.78000020980835,2.603519916534424,-6.139520168304443,0.7808939814567566,2.608949899673462
15717,2,5,2,1,0,1,1,0,0,668933,R,CF,,StrikeCalled,4.956900119781494,1.556730031967163,2515.409912109375,97.71040344238281,-1.5804699659347534,6.284989833831787,5.730000019073486,1.6854100227355957,-6.588789939880371,-0.14523600041866302,2.228300094604492
14532,2,5,3,1,0,2,1,0,0,668933,R,CF,,FoulBall,5.700009822845459,0.5398520231246948,2423.409912109375,97.37979888916016,-1.5105400085449219,6.3780198097229,5.699999809265137,2.0240299701690674,-5.911789894104004,0.3300110101699829,2.909290075302124
14533,2,5,4,1,0,2,1,0,0,668933,R,SW,single,InPlay,2.1638801097869873,9.678919792175293,2840.409912109375,88.7582015991211,-1.6467900276184082,6.202750205993652,5.929999828338623,3.1917500495910645,-7.344069957733154,0.4739679992198944,2.2137699127197266
15320,2,6,1,1,0,0,1,1,0,668933,R,CF,,FoulBall,8.748370170593262,1.354159951210022,2484.409912109375,96.16230010986328,-1.4512399435043335,6.322229862213135,5.78000020980835,1.704200029373169,-5.221889972686768,0.01820099912583828,3.2829999923706055
16302,2,6,2,1,0,1,1,1,0,668933,R,CF,,StrikeSwinging,6.568419933319092,1.9230300188064575,2525.409912109375,97.56520080566406,-1.4493600130081177,6.3664398193359375,5.820000171661377,2.022049903869629,-5.918839931488037,0.26501598954200745,2.8028500080108643
13324,2,6,3,1,0,2,1,1,0,668933,R,CF,,FoulBall,6.2365498542785645,-0.6575750112533569,2555.409912109375,97.9832992553711,-1.3816900253295898,6.457590103149414,5.639999866485596,1.944290041923523,-5.359809875488281,0.49097299575805664,3.4180099964141846
14430,2,6,4,1,0,2,1,1,0,668933,R,CF,strikeout,StrikeSwinging,5.170529842376709,0.5803729891777039,2643.409912109375,98.65809631347656,-1.3688100576400757,6.399740219116211,5.769999980926514,2.539870023727417,-5.785930156707764,0.9465609788894653,3.0298500061035156
15321,2,7,1,2,0,0,1,1,0,668933,R,SW,,BallCalled,-2.802459955215454,12.678400039672852,2856.409912109375,89.09649658203125,-1.8427599668502808,6.229400157928467,5.869999885559082,2.2425899505615234,-6.5211100578308105,-0.8652499914169312,3.4403700828552246
14256,2,7,2,2,1,0,1,1,0,668933,R,CF,,BallCalled,6.7004499435424805,-1.285040020942688,2249.409912109375,98.33360290527344,-1.7798999547958374,6.031599998474121,5.849999904632568,1.2229499816894531,-4.453070163726807,-0.5309960246086121,3.7866899967193604
15626,2,7,3,2,2,0,1,1,0,668933,R,SW,,BallCalled,-2.112139940261841,12.310600280761719,2806.409912109375,87.93589782714844,-1.6940100193023682,6.166470050811768,5.690000057220459,2.0712499618530273,-6.050049781799316,-0.8386890292167664,3.855679988861084
15174,2,7,4,2,3,0,1,1,0,668933,R,CF,walk,BallCalled,5.280879974365234,-3.1305999755859375,2530.409912109375,96.49299621582031,-1.6251100301742554,6.221549987792969,5.800000190734863,0.44443100690841675,-5.14132022857666,-0.9388650059700012,3.558690071105957
14845,2,8,1,2,0,0,1,1,1,668933,R,CF,,FoulBall,9.484600067138672,-3.639659881591797,2514.409912109375,97.41899871826172,-1.6517800092697144,6.263810157775879,5.889999866485596,1.1570299863815308,-6.457320213317871,-0.25797000527381897,1.9648100137710571
15674,2,8,2,2,0,1,1,1,1,668933,R,CF,,BallCalled,4.9452900886535645,3.4753599166870117,2642.409912109375,98.23570251464844,-1.5618900060653687,6.271780014038086,5.829999923706055,3.405060052871704,-5.565269947052002,1.3049900531768799,3.1451499462127686
14846,2,8,3,2,1,1,1,1,1,668933,R,CF,,StrikeSwinging,5.848519802093506,2.577470064163208,2571.409912109375,97.80239868164062,-1.57246994972229,6.2891998291015625,5.860000133514404,2.6153900623321533,-6.136419773101807,0.6358460187911987,2.5667800903320312
14534,2,8,4,2,1,2,1,1,1,668933,R,CF,single,InPlay,8.070929527282715,1.1113899946212769,2585.409912109375,99.17739868164062,-1.5110199451446533,6.322690010070801,5.670000076293945,1.9881099462509155,-5.4315900802612305,0.2481279969215393,2.989300012588501
14557,2,9,1,2,0,0,1,0,1,668933,R,SW,,StrikeCalled,-0.7559199929237366,13.890000343322754,2881.409912109375,90.03970336914062,-1.7453999519348145,6.103769779205322,5.75,3.4605600833892822,-7.095139980316162,0.269879013299942,2.5089499950408936
14257,2,9,2,2,0,1,1,0,1,668933,R,CF,,StrikeSwinging,10.064200401306152,-2.373769998550415,2405.409912109375,97.77169799804688,-1.5027999877929688,6.383709907531738,5.71999979019165,0.8113920092582703,-4.808579921722412,-0.5400890111923218,3.5290300846099854
14847,2,9,3,2,0,2,1,0,1,668933,R,CF,triple,InPlay,8.587320327758789,-1.3827699422836304,2532.409912109375,98.62200164794922,-1.3408600091934204,6.4364800453186035,5.75,1.4576499462127686,-5.692240238189697,0.13759499788284302,2.828850030899048
